Order_ID,Customer_ID,Product_ID,Category,Supplier,Region,Marketing_Channel,Order_Date,Price,Quantity,Customer_Age,Payment_Type,Shipping_Time_days,Delivery_Issue,Return_Flag,Return_Reason
ORD108299,CUST11528,PID3001,Fashion,TrendWear,India,Google Ads,2024-06-07,30.88,1,30,Credit Card,2,No,1,Wrong Size
ORD108300,CUST12281,PID3320,Electronics,TechWorks,Australia,Google Ads,2023-01-21,318.12,1,30,Credit Card,3,Yes,1,Changed Mind
ORD108301,CUST14619,PID5269,Home Decor,HomeSense,USA,Email,2024-11-20,102.29,2,22,Wallet,2,No,0,
ORD108302,CUST13123,PID8356,Sports,Sportify,India,Google Ads,2023-08-16,84.94,2,32,COD,7,Yes,0,
ORD108303,CUST14873,PID7990,Beauty,PureBeauty,Canada,Organic,2023-10-15,41.06,1,54,Credit Card,5,No,0,
ORD108304,CUST10506,PID3774,Home Decor,DecoCraft,UK,Referral,2023-05-14,25.63,1,22,Credit Card,2,No,0,
ORD108305,CUST10231,PID5069,Electronics,GadgetPro,Canada,Organic,2023-10-10,217.68,1,17,Credit Card,7,No,0,
ORD108306,CUST12293,PID4813,Home Decor,DecoCraft,India,Google Ads,2024-02-08,77.81,1,46,UPI,4,No,0,
ORD108307,CUST11076,PID4596,Home Decor,DecoCraft,UK,Email,2024-10-26,80.26,2,29,COD,9,No,0,
ORD108308,CUST12215,PID1513,Beauty,SkinCareInc,India,Organic,2023-03-07,17.7,1,41,Credit Card,5,Yes,0,
ORD108309,CUST13512,PID3956,Fashion,TrendWear,Canada,Organic,2024-10-10,36.59,1,27,Debit Card,9,No,1,Wrong Size
ORD108310,CUST11690,PID8544,Home Decor,DecoCraft,India,Organic,2024-08-26,20.38,1,29,Credit Card,8,No,0,
ORD108311,CUST11698,PID3090,Home Decor,DecoCraft,Australia,Email,2024-03-12,35.4,1,35,Credit Card,2,No,0,
ORD108312,CUST11311,PID5010,Fashion,FabricHub,Canada,Facebook/Instagram,2023-09-16,55.81,1,43,Wallet,4,No,0,
ORD108313,CUST10070,PID8815,Fashion,TrendWear,USA,Organic,2023-04-13,57.94,1,33,COD,1,No,1,Damaged
ORD108314,CUST14002,PID3607,Sports,GearHouse,Germany,Organic,2024-07-20,37.97,1,32,Credit Card,4,No,0,
ORD108315,CUST10205,PID4164,Home Decor,HomeSense,UK,Email,2023-04-11,127.56,1,16,Debit Card,4,No,0,
ORD108316,CUST11784,PID8163,Home Decor,CozyLiving,UK,Organic,2023-07-17,77.61,1,43,Credit Card,7,No,0,
ORD108317,CUST13742,PID4405,Beauty,GlowLabs,UK,Facebook/Instagram,2023-08-14,21.86,1,16,Credit Card,1,No,1,Damaged
ORD108318,CUST11869,PID6074,Home Decor,CozyLiving,USA,Organic,2024-04-07,47.11,1,44,COD,9,No,0,
ORD108319,CUST10919,PID5186,Electronics,TechWorks,India,Organic,2023-08-25,412.17,1,26,Wallet,7,No,0,
ORD108320,CUST14004,PID8662,Electronics,Digitron,USA,Google Ads,2023-01-26,143.88,1,29,Credit Card,1,No,0,
ORD108321,CUST14975,PID1504,Home Decor,DecoCraft,India,Facebook/Instagram,2023-05-01,35.51,1,34,Credit Card,2,No,0,
ORD108322,CUST14711,PID7007,Beauty,SkinCareInc,USA,Google Ads,2024-05-20,24.57,1,43,COD,3,No,0,
ORD108323,CUST11352,PID7533,Electronics,TechWorks,USA,Google Ads,2023-07-01,209.26,1,23,Credit Card,5,No,1,Damaged
ORD108324,CUST11431,PID6249,Fashion,TrendWear,USA,Email,2024-09-25,45.18,1,35,Credit Card,3,No,0,
ORD108325,CUST13411,PID5526,Fashion,FabricHub,UK,Organic,2024-06-26,40.39,1,33,Debit Card,1,No,0,
ORD108326,CUST12751,PID7371,Beauty,PureBeauty,USA,Organic,2023-11-11,25.52,1,50,Credit Card,5,No,0,
ORD108327,CUST12423,PID8466,Beauty,PureBeauty,India,Google Ads,2024-09-09,14.88,1,46,Wallet,4,No,0,
ORD108328,CUST13626,PID9356,Sports,ActiveFit,USA,Email,2023-09-30,49.28,1,49,UPI,3,No,0,
ORD108329,CUST13473,PID6653,Sports,Sportify,USA,Facebook/Instagram,2023-08-20,35.54,1,30,UPI,5,No,0,
ORD108330,CUST10543,PID2487,Electronics,TechWorks,UK,Google Ads,2024-02-24,320.99,1,18,Credit Card,1,No,0,
ORD108331,CUST13962,PID6232,Fashion,StylishCo,India,Facebook/Instagram,2024-03-17,33.94,1,30,Credit Card,8,No,0,
ORD108332,CUST14966,PID6345,Sports,ActiveFit,India,Facebook/Instagram,2024-05-10,103.58,1,49,COD,4,No,0,
ORD108333,CUST10335,PID6832,Beauty,GlowLabs,USA,Organic,2023-01-24,61.58,1,33,Credit Card,4,No,0,
ORD108334,CUST14890,PID5481,Fashion,TrendWear,UK,Facebook/Instagram,2023-04-19,34.37,1,27,COD,1,No,0,
ORD108335,CUST13720,PID4844,Beauty,SkinCareInc,Australia,Google Ads,2024-05-16,29.81,2,43,COD,4,No,0,
ORD108336,CUST12096,PID1864,Sports,Sportify,Australia,Facebook/Instagram,2023-01-25,69.09,1,36,COD,1,No,0,
ORD108337,CUST14804,PID7235,Fashion,FabricHub,USA,Facebook/Instagram,2023-07-06,61.44,1,16,Credit Card,4,No,0,
ORD108338,CUST13896,PID5828,Fashion,StylishCo,USA,Organic,2023-10-15,50.47,3,39,Credit Card,3,No,0,
ORD108339,CUST11354,PID2310,Fashion,TrendWear,USA,Google Ads,2024-09-19,51.67,1,38,Wallet,3,No,0,
ORD108340,CUST12597,PID4817,Home Decor,CozyLiving,UK,Facebook/Instagram,2023-12-04,105.58,2,36,Credit Card,6,No,0,
ORD108341,CUST13455,PID8010,Home Decor,HomeSense,India,Organic,2023-02-06,129.99,1,19,Credit Card,5,No,0,
ORD108342,CUST14164,PID9069,Electronics,TechWorks,USA,Organic,2023-05-17,129.31,3,35,Credit Card,1,No,0,
ORD108343,CUST14214,PID7464,Home Decor,DecoCraft,India,Google Ads,2024-05-22,85.85,1,16,Credit Card,4,No,0,
ORD108344,CUST13371,PID1655,Electronics,TechWorks,Germany,Facebook/Instagram,2023-08-15,213.19,1,44,Credit Card,5,No,0,
ORD108345,CUST12554,PID1039,Fashion,StylishCo,UK,Google Ads,2023-11-16,79.57,1,36,Wallet,7,No,0,
ORD108346,CUST13723,PID1180,Fashion,FabricHub,UK,Google Ads,2023-07-01,84.29,1,16,Credit Card,7,No,0,
ORD108347,CUST13429,PID7014,Sports,GearHouse,Australia,Facebook/Instagram,2023-03-27,100.55,1,41,Credit Card,4,No,0,
ORD108348,CUST12095,PID5532,Home Decor,CozyLiving,Australia,Facebook/Instagram,2024-04-11,83.25,1,34,Credit Card,7,No,0,
ORD108349,CUST10202,PID8397,Beauty,GlowLabs,Canada,Email,2023-02-22,26.57,1,27,Credit Card,1,No,0,
ORD108350,CUST10101,PID9064,Fashion,StylishCo,UK,Facebook/Instagram,2023-08-23,19.24,1,26,Credit Card,1,Yes,0,
ORD108351,CUST14858,PID6405,Sports,Sportify,USA,Facebook/Instagram,2024-03-08,24.17,1,46,Credit Card,1,No,0,
ORD108352,CUST10782,PID4163,Sports,ActiveFit,Germany,Referral,2024-05-10,58.82,1,26,Credit Card,1,No,0,
ORD108353,CUST11761,PID4055,Electronics,GadgetPro,UK,Facebook/Instagram,2023-04-10,193.43,2,37,UPI,3,No,0,
ORD108354,CUST14744,PID1634,Home Decor,CozyLiving,Germany,Organic,2024-08-21,98.31,2,30,Credit Card,6,Yes,0,
ORD108355,CUST13717,PID4722,Electronics,GadgetPro,India,Email,2024-02-07,362.43,1,41,Credit Card,8,No,0,
ORD108356,CUST13888,PID2773,Home Decor,DecoCraft,Germany,Organic,2024-01-31,41.76,1,37,COD,1,No,0,
ORD108357,CUST11543,PID5651,Home Decor,HomeSense,USA,Organic,2024-06-10,4.95,3,17,Credit Card,1,No,0,
ORD108358,CUST13700,PID6456,Fashion,TrendWear,USA,Facebook/Instagram,2024-02-19,5.09,2,31,Credit Card,5,No,0,
ORD108359,CUST10522,PID2745,Home Decor,DecoCraft,Australia,Organic,2024-09-04,81.94,1,37,Wallet,3,No,1,Changed Mind
ORD108360,CUST11826,PID6936,Fashion,FabricHub,USA,Facebook/Instagram,2024-11-07,38.29,1,30,Wallet,2,No,0,
ORD108361,CUST11757,PID8496,Fashion,TrendWear,India,Google Ads,2024-04-07,38.1,1,36,Wallet,5,No,0,
ORD108362,CUST14484,PID8704,Electronics,GadgetPro,Canada,Google Ads,2024-06-24,451.1,2,43,Wallet,3,No,0,
ORD108363,CUST13393,PID4855,Fashion,FabricHub,India,Organic,2024-09-17,38.73,1,38,Credit Card,7,No,0,
ORD108364,CUST11328,PID7763,Fashion,FabricHub,USA,Email,2024-09-10,21.35,1,42,UPI,1,Yes,1,Wrong Size
ORD108365,CUST14188,PID9406,Fashion,StylishCo,USA,Facebook/Instagram,2023-12-30,43.29,2,33,COD,2,No,0,
ORD108366,CUST11823,PID9064,Beauty,PureBeauty,India,Facebook/Instagram,2023-05-10,27.04,1,22,Credit Card,6,No,1,Changed Mind
ORD108367,CUST14438,PID8663,Home Decor,DecoCraft,USA,Organic,2023-03-25,140.86,1,25,Debit Card,10,No,0,
ORD108368,CUST11908,PID2161,Sports,Sportify,India,Google Ads,2023-09-28,52.68,1,40,UPI,4,No,0,
ORD108369,CUST10764,PID2485,Fashion,TrendWear,Australia,Organic,2023-09-01,35.87,1,35,Credit Card,8,No,1,Not as Described
ORD108370,CUST11207,PID5290,Fashion,FabricHub,Germany,Google Ads,2024-01-23,18.59,2,26,UPI,3,No,1,Damaged
ORD108371,CUST12407,PID6032,Sports,Sportify,Australia,Organic,2023-08-02,15.08,1,44,UPI,6,No,0,
ORD108372,CUST10414,PID3144,Electronics,TechWorks,UK,Facebook/Instagram,2023-06-15,62.56,1,38,Credit Card,7,No,0,
ORD108373,CUST13483,PID1838,Home Decor,CozyLiving,India,Organic,2023-02-28,12.69,1,35,Credit Card,5,No,0,
ORD108374,CUST11234,PID5561,Home Decor,DecoCraft,USA,Facebook/Instagram,2024-08-24,53.55,1,29,Credit Card,8,No,0,
ORD108375,CUST14187,PID6731,Sports,ActiveFit,USA,Organic,2024-05-18,30.55,2,45,Credit Card,2,No,0,
ORD108376,CUST10422,PID5716,Fashion,StylishCo,India,Email,2023-05-03,21.65,1,36,UPI,9,No,0,
ORD108377,CUST11395,PID5854,Home Decor,CozyLiving,Canada,Email,2024-10-09,35.58,1,38,COD,9,No,0,
ORD108378,CUST11393,PID1414,Fashion,FabricHub,Australia,Google Ads,2024-02-17,19.7,1,34,UPI,1,No,0,
ORD108379,CUST12262,PID5716,Beauty,SkinCareInc,USA,Organic,2023-05-19,24.7,1,39,Credit Card,2,No,0,
ORD108380,CUST10374,PID1825,Fashion,StylishCo,UK,Organic,2023-08-17,14.81,1,43,COD,7,Yes,1,Damaged
ORD108381,CUST14087,PID8150,Beauty,SkinCareInc,UK,Facebook/Instagram,2023-10-01,30.9,1,35,Wallet,8,No,1,Damaged
ORD108382,CUST11647,PID7181,Electronics,GadgetPro,Germany,Google Ads,2024-03-14,269.15,1,27,Credit Card,9,No,0,
ORD108383,CUST10672,PID7810,Fashion,StylishCo,UK,Facebook/Instagram,2024-07-15,19.09,1,32,UPI,3,No,0,
ORD108384,CUST11192,PID6995,Sports,ActiveFit,UK,Organic,2023-04-28,71.9,2,38,Wallet,1,No,0,
ORD108385,CUST14957,PID9020,Electronics,TechWorks,USA,Google Ads,2024-04-27,315.52,1,47,UPI,1,No,0,
ORD108386,CUST12259,PID6049,Sports,GearHouse,India,Email,2024-01-30,96.64,1,30,Credit Card,1,No,0,
ORD108387,CUST12194,PID7010,Beauty,PureBeauty,USA,Facebook/Instagram,2024-04-04,27.58,1,21,COD,6,No,0,
ORD108388,CUST10651,PID5924,Fashion,StylishCo,India,Organic,2024-11-23,30.11,1,33,Wallet,5,No,0,
ORD108389,CUST10174,PID9901,Sports,GearHouse,Germany,Organic,2023-03-19,50.54,3,33,Wallet,4,No,0,
ORD108390,CUST12464,PID3877,Beauty,SkinCareInc,Australia,Organic,2024-02-16,29.14,1,30,Credit Card,9,No,0,
ORD108391,CUST12397,PID6650,Fashion,StylishCo,Canada,Google Ads,2023-03-16,74.08,1,35,Credit Card,7,No,1,Damaged
ORD108392,CUST11864,PID3608,Fashion,StylishCo,USA,Email,2023-10-22,24.12,1,40,Credit Card,2,No,1,Not as Described
ORD108393,CUST10070,PID3748,Electronics,GadgetPro,Canada,Email,2023-01-21,361.13,1,17,Credit Card,7,No,0,
ORD108394,CUST10074,PID6101,Home Decor,HomeSense,Germany,Organic,2023-06-20,106.61,2,26,Wallet,2,No,0,
ORD108395,CUST13124,PID1311,Home Decor,HomeSense,UK,Facebook/Instagram,2023-01-15,85.32,1,32,Credit Card,3,No,0,
ORD108396,CUST13305,PID9524,Sports,Sportify,India,Organic,2023-07-30,73.05,1,20,Credit Card,9,Yes,0,
ORD108397,CUST10880,PID2136,Fashion,StylishCo,USA,Organic,2024-07-13,21.28,1,28,UPI,10,No,1,Wrong Size
ORD108398,CUST14961,PID3570,Home Decor,DecoCraft,USA,Email,2023-03-27,14.9,1,34,Wallet,2,No,0,
ORD108399,CUST14095,PID9286,Home Decor,HomeSense,India,Google Ads,2023-05-29,63.93,1,42,Wallet,11,No,0,
ORD108400,CUST10979,PID8799,Electronics,Digitron,USA,Organic,2024-11-30,330.14,1,30,Debit Card,4,No,0,
ORD108401,CUST11343,PID8456,Electronics,Digitron,India,Google Ads,2024-01-07,400.33,3,44,Credit Card,5,No,0,
ORD108402,CUST14618,PID4070,Electronics,GadgetPro,India,Organic,2024-04-24,274.86,1,39,Debit Card,5,No,0,
ORD108403,CUST13483,PID7194,Electronics,GadgetPro,Canada,Google Ads,2023-05-31,349.28,1,18,Wallet,6,No,0,
ORD108404,CUST11464,PID5340,Electronics,GadgetPro,Canada,Email,2023-05-21,331.96,1,45,Debit Card,1,No,0,
ORD108405,CUST12494,PID9910,Home Decor,HomeSense,USA,Email,2023-03-10,103.49,1,46,Credit Card,6,No,0,
ORD108406,CUST11773,PID5824,Electronics,GadgetPro,UK,Organic,2023-09-17,345.98,1,45,Credit Card,5,No,0,
ORD108407,CUST14893,PID1736,Home Decor,HomeSense,India,Email,2024-06-04,87.76,1,29,UPI,3,No,0,
ORD108408,CUST14896,PID5888,Beauty,SkinCareInc,Australia,Email,2024-09-24,32.12,2,21,Credit Card,4,No,0,
ORD108409,CUST10554,PID1721,Beauty,PureBeauty,USA,Email,2024-01-06,30.44,1,32,COD,3,No,0,
ORD108410,CUST11392,PID9591,Beauty,SkinCareInc,USA,Email,2024-02-23,31.52,1,25,Credit Card,11,Yes,0,
ORD108411,CUST10328,PID3458,Fashion,StylishCo,India,Organic,2023-04-11,52.77,1,23,Credit Card,5,No,1,Wrong Size
ORD108412,CUST13582,PID8810,Beauty,SkinCareInc,India,Email,2024-10-22,31.7,1,28,COD,4,No,1,Damaged
ORD108413,CUST12569,PID3974,Electronics,Digitron,USA,Organic,2024-10-19,265.45,3,24,Credit Card,2,Yes,0,
ORD108414,CUST11301,PID8717,Home Decor,CozyLiving,Australia,Facebook/Instagram,2023-08-31,64.31,1,43,Wallet,4,No,0,
ORD108415,CUST12539,PID9202,Fashion,FabricHub,India,Google Ads,2024-05-26,43.45,1,45,Wallet,4,No,0,
ORD108416,CUST14033,PID4965,Electronics,GadgetPro,Germany,Email,2024-07-08,134.51,1,24,Credit Card,6,No,0,
ORD108417,CUST14315,PID1015,Sports,GearHouse,USA,Organic,2023-04-05,73.75,1,34,Credit Card,10,No,0,
ORD108418,CUST12434,PID5814,Fashion,StylishCo,Germany,Referral,2023-08-14,58.99,1,20,Credit Card,6,No,0,
ORD108419,CUST12936,PID5007,Sports,ActiveFit,India,Facebook/Instagram,2024-06-01,49.52,1,26,Credit Card,8,No,1,Damaged
ORD108420,CUST10684,PID4071,Fashion,FabricHub,USA,Google Ads,2023-08-02,48.91,1,34,COD,7,No,0,
ORD108421,CUST13194,PID6045,Home Decor,DecoCraft,USA,Referral,2023-03-08,49.6,1,21,Wallet,11,No,0,
ORD108422,CUST14319,PID2383,Fashion,TrendWear,India,Facebook/Instagram,2024-01-31,16.77,1,47,Credit Card,7,No,0,
ORD108423,CUST10898,PID8728,Sports,Sportify,USA,Google Ads,2024-09-03,99.34,1,45,Wallet,1,No,1,Late Delivery
ORD108424,CUST12269,PID8197,Electronics,GadgetPro,India,Email,2023-01-12,161.14,1,49,Credit Card,5,No,0,
ORD108425,CUST10471,PID3890,Beauty,GlowLabs,USA,Email,2023-08-25,13.33,1,17,Credit Card,4,No,0,
ORD108426,CUST13817,PID9987,Home Decor,HomeSense,USA,Organic,2024-02-03,53.76,1,28,COD,7,No,0,
ORD108427,CUST12028,PID2691,Electronics,TechWorks,USA,Facebook/Instagram,2024-02-11,104.59,1,37,UPI,8,No,0,
ORD108428,CUST13509,PID6879,Sports,GearHouse,UK,Referral,2024-04-24,117.69,1,24,UPI,9,No,0,
ORD108429,CUST12208,PID7011,Electronics,GadgetPro,USA,Google Ads,2024-10-08,190.04,1,41,Credit Card,1,Yes,0,
ORD108430,CUST11711,PID2432,Fashion,StylishCo,Germany,Google Ads,2023-08-10,31.99,1,25,Debit Card,5,No,0,
ORD108431,CUST14135,PID3807,Sports,Sportify,Germany,Email,2023-06-05,74.74,2,48,UPI,6,No,0,
ORD108432,CUST10202,PID2019,Fashion,TrendWear,Germany,Organic,2024-10-15,27.16,1,29,Credit Card,7,No,0,
ORD108433,CUST12410,PID7554,Sports,Sportify,USA,Referral,2024-03-03,89.07,1,40,Debit Card,5,No,0,
ORD108434,CUST14351,PID5941,Fashion,FabricHub,India,Facebook/Instagram,2023-06-07,9.88,1,22,COD,7,No,0,
ORD108435,CUST14486,PID3158,Home Decor,DecoCraft,India,Referral,2024-02-20,95.74,1,19,COD,1,No,0,
ORD108436,CUST13778,PID2458,Electronics,Digitron,India,Google Ads,2023-11-22,420.54,1,28,Wallet,6,No,0,
ORD108437,CUST13881,PID1130,Electronics,TechWorks,Canada,Organic,2024-01-06,317.23,1,41,Wallet,5,No,1,Not as Described
ORD108438,CUST14283,PID3460,Home Decor,CozyLiving,India,Organic,2023-12-10,10.6,1,33,Credit Card,4,No,1,Late Delivery
ORD108439,CUST10539,PID2720,Home Decor,HomeSense,UK,Email,2023-09-19,129.58,1,34,Credit Card,3,No,0,
ORD108440,CUST14950,PID5499,Electronics,GadgetPro,USA,Google Ads,2023-10-10,212.52,2,26,Credit Card,8,No,0,
ORD108441,CUST13052,PID1340,Home Decor,DecoCraft,Canada,Organic,2023-08-17,10.57,1,46,Credit Card,9,No,0,
ORD108442,CUST13707,PID5982,Home Decor,CozyLiving,Australia,Referral,2023-10-07,61.52,2,31,Credit Card,9,No,0,
ORD108443,CUST10466,PID1783,Home Decor,HomeSense,Australia,Facebook/Instagram,2023-10-17,23.13,1,49,UPI,6,No,1,No Longer Needed
ORD108444,CUST14376,PID8622,Fashion,StylishCo,USA,Organic,2024-11-10,20.16,1,16,Debit Card,4,No,0,
ORD108445,CUST14596,PID3045,Home Decor,DecoCraft,USA,Organic,2023-02-16,127.67,3,24,COD,7,No,0,
ORD108446,CUST10869,PID1481,Fashion,TrendWear,USA,Organic,2023-08-02,17.06,1,30,COD,1,No,0,
ORD108447,CUST11345,PID5135,Electronics,TechWorks,USA,Referral,2023-01-24,452.62,1,16,Credit Card,1,No,0,
ORD108448,CUST10140,PID2830,Home Decor,HomeSense,Germany,Google Ads,2023-11-17,143.43,1,26,Credit Card,5,No,0,
ORD108449,CUST14909,PID9168,Fashion,TrendWear,Australia,Google Ads,2023-10-01,54.98,3,45,Debit Card,8,No,0,
ORD108450,CUST11493,PID1264,Home Decor,CozyLiving,USA,Facebook/Instagram,2024-07-09,110.65,1,21,Credit Card,6,No,0,
ORD108451,CUST14927,PID5010,Beauty,SkinCareInc,USA,Facebook/Instagram,2023-11-09,3.17,3,28,Wallet,2,No,0,
ORD108452,CUST12002,PID5578,Fashion,StylishCo,USA,Email,2023-12-29,24.42,1,35,Credit Card,10,No,1,Wrong Size
ORD108453,CUST13009,PID9710,Electronics,Digitron,Germany,Facebook/Instagram,2024-10-29,394.77,1,35,Credit Card,5,Yes,0,
ORD108454,CUST10714,PID1291,Sports,Sportify,USA,Organic,2024-01-15,36.91,1,53,COD,1,Yes,0,
ORD108455,CUST11864,PID9959,Fashion,StylishCo,Canada,Organic,2024-11-04,12.02,1,16,Wallet,3,No,0,
ORD108456,CUST13843,PID5921,Beauty,PureBeauty,USA,Organic,2024-04-14,21.3,1,37,Wallet,7,No,0,
ORD108457,CUST11591,PID7376,Home Decor,CozyLiving,Germany,Organic,2024-11-05,95.26,1,30,Wallet,7,No,0,
ORD108458,CUST10352,PID6024,Fashion,StylishCo,USA,Organic,2023-04-26,19.17,1,28,Debit Card,4,No,0,
ORD108459,CUST11389,PID9990,Electronics,GadgetPro,Canada,Google Ads,2024-08-27,291.01,1,22,Debit Card,1,No,0,
ORD108460,CUST14293,PID8269,Beauty,PureBeauty,India,Google Ads,2023-02-11,17.8,1,24,Wallet,6,No,0,
ORD108461,CUST12039,PID1978,Fashion,FabricHub,UK,Facebook/Instagram,2024-01-14,11.85,1,37,COD,9,No,0,
ORD108462,CUST11927,PID4690,Sports,Sportify,Germany,Email,2023-07-25,101.71,1,50,Debit Card,5,No,0,
ORD108463,CUST10315,PID4846,Electronics,GadgetPro,USA,Organic,2024-04-10,244.15,1,38,Credit Card,6,No,0,
ORD108464,CUST13730,PID9742,Electronics,GadgetPro,USA,Facebook/Instagram,2023-10-07,539.02,2,16,Credit Card,1,No,0,
ORD108465,CUST11590,PID3228,Fashion,FabricHub,UK,Facebook/Instagram,2024-10-09,52.69,1,27,Credit Card,6,Yes,0,
ORD108466,CUST14087,PID4047,Fashion,TrendWear,UK,Google Ads,2024-09-09,5.54,1,36,Credit Card,4,No,0,
ORD108467,CUST10699,PID9114,Fashion,StylishCo,Germany,Facebook/Instagram,2023-04-28,11.03,1,47,Wallet,4,No,0,
ORD108468,CUST12789,PID8232,Sports,GearHouse,India,Google Ads,2023-08-25,109.3,2,34,Credit Card,1,No,0,
ORD108469,CUST13058,PID6539,Electronics,Digitron,USA,Email,2023-11-05,255.51,1,27,UPI,3,Yes,0,
ORD108470,CUST10783,PID2717,Fashion,StylishCo,UK,Organic,2024-03-31,22.86,2,16,COD,5,No,0,
ORD108471,CUST14480,PID8784,Fashion,FabricHub,Germany,Google Ads,2024-04-19,38.96,2,24,Debit Card,9,Yes,0,
ORD108472,CUST13016,PID1485,Home Decor,HomeSense,UK,Google Ads,2023-04-10,51.95,1,39,Credit Card,5,No,0,
ORD108473,CUST12176,PID2926,Home Decor,HomeSense,Canada,Email,2023-09-18,131.71,1,41,Debit Card,4,No,0,
ORD108474,CUST13921,PID7418,Electronics,Digitron,UK,Organic,2023-11-01,213.03,1,33,Credit Card,4,Yes,0,
ORD108475,CUST12093,PID5021,Fashion,StylishCo,India,Organic,2023-12-20,38.26,1,42,Credit Card,2,No,0,
ORD108476,CUST10052,PID6457,Sports,ActiveFit,Canada,Email,2023-10-13,48.8,1,39,Credit Card,8,No,0,
ORD108477,CUST11789,PID5620,Fashion,TrendWear,Australia,Google Ads,2023-11-24,71.15,1,43,Credit Card,7,No,0,
ORD108478,CUST12758,PID1447,Fashion,FabricHub,USA,Facebook/Instagram,2023-04-13,45.6,1,38,Wallet,2,Yes,0,
ORD108479,CUST12762,PID9158,Home Decor,HomeSense,Canada,Google Ads,2023-03-04,145.73,1,28,Debit Card,3,No,0,
ORD108480,CUST13887,PID9378,Fashion,TrendWear,India,Facebook/Instagram,2024-11-17,34.5,1,19,Credit Card,9,No,1,No Longer Needed
ORD108481,CUST14312,PID7828,Fashion,FabricHub,India,Google Ads,2023-10-09,38.85,1,39,Debit Card,1,Yes,0,
ORD108482,CUST14315,PID6081,Sports,GearHouse,Australia,Google Ads,2024-03-16,123.72,1,42,COD,1,Yes,0,
ORD108483,CUST14757,PID1060,Fashion,TrendWear,Canada,Organic,2023-10-20,32.32,1,45,COD,3,No,0,
ORD108484,CUST13472,PID3093,Sports,ActiveFit,USA,Google Ads,2023-01-07,64.01,2,25,UPI,11,No,0,
ORD108485,CUST13918,PID4511,Home Decor,DecoCraft,India,Organic,2024-09-30,81.69,1,32,Wallet,5,No,0,
ORD108486,CUST10465,PID4795,Electronics,TechWorks,USA,Google Ads,2023-04-02,391.24,1,38,Credit Card,4,No,0,
ORD108487,CUST12827,PID3243,Home Decor,CozyLiving,Canada,Facebook/Instagram,2023-07-09,46.08,1,32,Wallet,1,No,0,
ORD108488,CUST14195,PID3102,Beauty,GlowLabs,Australia,Facebook/Instagram,2024-04-20,35.66,1,28,Credit Card,7,No,0,
ORD108489,CUST10308,PID4492,Home Decor,CozyLiving,Canada,Google Ads,2024-05-25,84.55,1,36,COD,2,No,0,
ORD108490,CUST13222,PID6401,Home Decor,CozyLiving,USA,Organic,2024-04-06,41.61,1,31,COD,2,No,0,
ORD108491,CUST14224,PID1396,Home Decor,CozyLiving,USA,Google Ads,2023-02-22,64.49,1,34,Wallet,1,No,1,Late Delivery
ORD108492,CUST14590,PID7196,Beauty,PureBeauty,USA,Organic,2024-04-30,50.29,1,25,COD,1,Yes,1,Damaged
ORD108493,CUST10101,PID8579,Home Decor,DecoCraft,USA,Organic,2024-10-05,97.49,1,31,Credit Card,13,No,0,
ORD108494,CUST14619,PID3147,Fashion,FabricHub,USA,Facebook/Instagram,2024-05-04,22.66,1,38,Credit Card,4,No,1,Wrong Size
ORD108495,CUST13672,PID5979,Home Decor,CozyLiving,UK,Organic,2023-12-30,126.8,3,30,Credit Card,5,No,0,
ORD108496,CUST13940,PID5270,Fashion,TrendWear,USA,Google Ads,2023-04-22,33.56,1,48,UPI,7,No,0,
ORD108497,CUST11412,PID4107,Sports,GearHouse,USA,Organic,2024-02-13,103.93,1,34,Credit Card,1,Yes,1,Damaged
ORD108498,CUST10778,PID5155,Home Decor,CozyLiving,India,Organic,2023-01-07,27.77,1,40,Wallet,3,No,0,
ORD108499,CUST14017,PID8606,Beauty,PureBeauty,USA,Facebook/Instagram,2024-10-29,28.19,1,30,Debit Card,11,No,0,
ORD108500,CUST14591,PID1675,Home Decor,CozyLiving,USA,Facebook/Instagram,2023-07-16,40.63,1,34,COD,1,No,0,
ORD108501,CUST14925,PID4526,Fashion,FabricHub,India,Google Ads,2024-01-02,28.21,1,23,Credit Card,11,No,0,
ORD108502,CUST11025,PID4696,Electronics,TechWorks,India,Email,2023-09-07,385.03,1,44,Credit Card,9,No,0,
ORD108503,CUST11427,PID4396,Fashion,StylishCo,Australia,Google Ads,2024-08-17,50.17,1,16,Credit Card,7,No,0,
ORD108504,CUST14892,PID1141,Home Decor,DecoCraft,India,Google Ads,2023-08-28,106.66,1,40,Credit Card,9,No,0,
ORD108505,CUST12581,PID8195,Sports,GearHouse,India,Organic,2024-01-15,84.52,1,30,Credit Card,1,No,0,
ORD108506,CUST14273,PID5988,Beauty,PureBeauty,Australia,Email,2024-04-15,26.25,1,34,Credit Card,5,Yes,0,
ORD108507,CUST10609,PID8487,Electronics,TechWorks,Australia,Organic,2024-03-30,139.83,1,53,Credit Card,4,Yes,1,Not as Described
ORD108508,CUST13452,PID9406,Electronics,TechWorks,Germany,Google Ads,2024-01-01,434.67,2,34,Credit Card,8,No,0,
ORD108509,CUST11667,PID8954,Sports,Sportify,Germany,Email,2023-10-17,15.74,1,29,Credit Card,5,No,0,
ORD108510,CUST10550,PID6073,Home Decor,CozyLiving,USA,Facebook/Instagram,2024-02-07,117.3,1,39,Debit Card,3,No,0,
